Date,days,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
20181101,91,0.167676,0.200007,0.244317,0.217588,0.201667,0.196229,0.21476,0.139312,0.156846,0.151145,0.170495,0.191183
20181102,91,0.170707,0.197369,0.251669,0.225944,0.203828,0.196811,0.215163,0.145634,0.156153,0.152629,0.17463,0.193945
20181105,91,0.171773,0.200309,0.256092,0.22587,0.203193,0.196451,0.222258,0.142792,0.154346,0.149669,0.174664,0.19258
20181106,91,0.166735,0.19144,0.243357,0.217979,0.197527,0.194391,0.215089,0.135962,0.141422,0.151461,0.169724,0.190199
20181107,91,0.147057,0.171225,0.220446,0.203915,0.18331,0.169435,0.194233,0.125861,0.142673,0.145826,0.147498,0.170686
20181108,91,0.14265,0.172214,0.219108,0.204782,0.183093,0.167221,0.189277,0.12192,0.12732,0.138017,0.140724,0.16869
20181109,91,0.155505,0.185584,0.238933,0.225081,0.191227,0.180264,0.204733,0.135116,0.133019,0.143157,0.150044,0.182043
20181112,91,0.166309,0.202677,0.255416,0.231504,0.199427,0.190491,0.222315,0.143633,0.147267,0.140819,0.158635,0.190826
20181113,91,0.171482,0.207283,0.261716,0.250296,0.201849,0.194211,0.225287,0.145062,0.139742,0.144523,0.167833,0.196976
20181114,91,0.178307,0.211351,0.260022,0.252289,0.210687,0.198693,0.231163,0.149037,0.155236,0.147046,0.178033,0.205599
20181115,91,0.167463,0.201205,0.248539,0.241173,0.193665,0.188195,0.21419,0.14133,0.145854,0.151136,0.170182,0.198846
20181116,91,0.165959,0.195491,0.250092,0.230933,0.195523,0.189591,0.215989,0.140397,0.137608,0.147033,0.159706,0.198421
20181119,91,0.177917,0.201808,0.265835,0.234088,0.196914,0.196025,0.229845,0.143562,0.137176,0.147869,0.171081,0.208649
20181120,91,0.195266,0.215383,0.277538,0.2571,0.225896,0.212436,0.23972,0.155502,0.161538,0.152444,0.18494,0.223568
20181121,91,0.188086,0.207413,0.268266,0.245817,0.212849,0.203112,0.233969,0.154836,0.163331,0.153365,0.182431,0.211949
20181123,91,0.189602,0.216608,0.277089,0.255292,0.214319,0.204638,0.238311,0.151961,0.158069,0.15632,0.184023,0.214811
20181126,91,0.172841,0.197832,0.257715,0.2473,0.206625,0.195858,0.226522,0.149024,0.145791,0.147159,0.174955,0.206249
20181127,91,0.171065,0.193727,0.251867,0.247091,0.203615,0.189558,0.220692,0.141903,0.143012,0.143063,0.164591,0.202933
20181128,91,0.163791,0.190445,0.236815,0.235343,0.193282,0.177696,0.21039,0.138408,0.134529,0.141107,0.156333,0.193944
20181129,91,0.167422,0.193814,0.24802,0.236096,0.199235,0.184077,0.215901,0.136006,0.144644,0.140836,0.159876,0.195223
20181130,91,0.167618,0.191199,0.240447,0.2362,0.200015,0.178867,0.212124,0.13223,0.132532,0.135256,0.13028,0.191188
20181203,91,0.148416,0.178884,0.228119,0.21952,0.185631,0.166524,0.194997,0.124133,0.115503,0.130712,0.148636,0.180852
20181204,91,0.177712,0.198717,0.256088,0.243526,0.216833,0.192273,0.221102,0.141436,0.149286,0.139289,0.169651,0.205421
20181206,91,0.177622,0.197742,0.25594,0.260904,0.216973,0.196832,0.215102,0.144591,0.116981,0.141016,0.175309,0.205063
20181207,91,0.198455,0.233217,0.28266,0.262055,0.234504,0.218011,0.245498,0.156982,0.157166,0.143219,0.197326,0.226121
20181210,91,0.196795,0.226854,0.282489,0.268317,0.243661,0.218467,0.240937,0.158743,0.155712,0.150171,0.200639,0.22963
20181211,91,0.192253,0.232593,0.277587,0.258558,0.241007,0.220613,0.240697,0.161237,0.159429,0.150392,0.194842,0.231618
20181212,91,0.19282,0.225436,0.275141,0.262808,0.23438,0.215875,0.241374,0.158679,0.170214,0.156421,0.190714,0.225272
20181213,91,0.187213,0.223102,0.256387,0.24951,0.237468,0.211559,0.236413,0.14888,0.16308,0.154409,0.187187,0.220132
20181214,91,0.196952,0.22805,0.269951,0.257705,0.243858,0.221004,0.252357,0.154996,0.157028,0.147365,0.199977,0.226463
20181217,91,0.20744,0.237137,0.27606,0.272501,0.252736,0.232125,0.261889,0.164254,0.205607,0.170231,0.220516,0.235384
20181218,91,0.21486,0.238366,0.293802,0.292877,0.259069,0.239074,0.265228,0.175043,0.189024,0.178638,0.223052,0.245397
20181219,91,0.212419,0.243335,0.294924,0.287054,0.254108,0.24027,0.271602,0.17586,0.205743,0.175674,0.225651,0.247449
20181220,91,0.218614,0.247034,0.299767,0.29445,0.255609,0.240431,0.266234,0.165397,0.189199,0.169498,0.226964,0.245877
20181221,91,0.231392,0.26518,0.314129,0.30752,0.272512,0.262412,0.293106,0.184779,0.214481,0.179273,0.243646,0.266533
20181224,91,0.255952,0.297844,0.356542,0.348706,0.292058,0.289314,0.319803,0.202923,0.259313,0.201214,0.272585,0.295929
20181226,91,0.219536,0.255129,0.293372,0.300518,0.262164,0.254863,0.270377,0.181431,0.186981,0.200169,0.240161,0.257002
20181227,91,0.221484,0.249154,0.292315,0.304138,0.256292,0.252849,0.275906,0.184994,0.182827,0.186445,0.237206,0.252609
20181228,91,0.223355,0.253042,0.303629,0.297359,0.257283,0.251095,0.276717,0.182674,0.196175,0.186294,0.23299,0.25535
20181231,91,0.195826,0.22471,0.279805,0.268332,0.234082,0.226868,0.252385,0.165224,0.183493,0.173268,0.197788,0.231616
20190102,91,0.197169,0.229823,0.272921,0.269422,0.228411,0.226452,0.256366,0.171001,0.198054,0.175312,0.214478,0.234966
20190103,91,0.217141,0.255951,0.298983,0.282071,0.245585,0.252136,0.285049,0.181997,0.205418,0.189541,0.230173,0.252392
20190104,91,0.193908,0.230737,0.260583,0.267593,0.22544,0.228418,0.252569,0.162168,0.190136,0.173236,0.208525,0.228935
20190107,91,0.192062,0.228144,0.265133,0.265001,0.229423,0.223458,0.253332,0.165637,0.187097,0.175837,0.207281,0.22716
20190108,91,0.184924,0.211819,0.252374,0.258027,0.217471,0.217766,0.247317,0.159258,0.176178,0.168589,0.197371,0.216895
20190109,91,0.178774,0.209858,0.244066,0.244728,0.212892,0.209714,0.235905,0.154966,0.1701,0.163517,0.190114,0.209485
20190110,91,0.177771,0.200907,0.243751,0.232245,0.216471,0.205717,0.233019,0.1525,0.161335,0.15957,0.178385,0.215737
20190111,91,0.168066,0.195299,0.227987,0.22571,0.204351,0.196441,0.22405,0.138615,0.151888,0.15308,0.175093,0.202215
20190114,91,0.17336,0.195925,0.227059,0.228255,0.203254,0.19724,0.226298,0.139756,0.155969,0.156737,0.180524,0.207363
20190115,91,0.159796,0.186466,0.213102,0.221404,0.187293,0.189011,0.210806,0.132376,0.152195,0.161668,0.159535,0.193601
20190116,91,0.161452,0.190734,0.216385,0.2254,0.189905,0.189831,0.207944,0.130371,0.151086,0.153361,0.162361,0.191893
20190117,91,0.158286,0.176529,0.205866,0.211693,0.181928,0.182327,0.203163,0.128042,0.136831,0.147386,0.16289,0.185709
20190118,91,0.152935,0.169434,0.198507,0.18887,0.173523,0.170193,0.192512,0.122173,0.131773,0.139713,0.154357,0.180102
20190122,91,0.164536,0.184914,0.20455,0.210849,0.181705,0.182188,0.201665,0.125241,0.131198,0.143998,0.163493,0.185206
20190123,91,0.167908,0.188076,0.213148,0.215142,0.18474,0.187743,0.211082,0.127691,0.135721,0.141831,0.170847,0.191501
20190124,91,0.165073,0.190879,0.207066,0.216029,0.185323,0.187659,0.207834,0.131099,0.140364,0.141007,0.169167,0.188324
20190125,91,0.158474,0.188706,0.200134,0.204675,0.176275,0.183139,0.196105,0.134275,0.129164,0.133607,0.161189,0.179299
20190128,91,0.165998,0.191069,0.203109,0.208663,0.18303,0.191392,0.205572,0.131755,0.130146,0.137619,0.167478,0.187864
20190129,91,0.166506,0.189273,0.206526,0.213479,0.188586,0.188311,0.210587,0.13107,0.128255,0.136162,0.168613,0.192105
20190130,91,0.156573,0.191561,0.199332,0.205252,0.18151,0.186461,0.19498,0.132789,0.137081,0.132708,0.158674,0.188035
20190131,91,0.153453,0.183689,0.195698,0.198432,0.185268,0.180883,0.188474,0.135114,0.137951,0.139716,0.158804,0.184794
20190201,91,0.147243,0.173339,0.192323,0.190537,0.176919,0.177391,0.182488,0.1273,0.145429,0.130721,0.145244,0.180401
20190204,91,0.140945,0.170966,0.184294,0.189272,0.174834,0.16099,0.177426,0.121495,0.139578,0.130681,0.144111,0.170082
20190205,91,0.141136,0.162306,0.1823,0.185262,0.175034,0.160985,0.177411,0.120885,0.135483,0.126447,0.147078,0.16745
20190206,91,0.140273,0.167081,0.189172,0.187141,0.174263,0.157083,0.17825,0.122581,0.143055,0.12594,0.138335,0.168377
20190207,91,0.144711,0.173433,0.186223,0.199455,0.177324,0.163919,0.181604,0.1236,0.13581,0.122574,0.144991,0.169743
20190208,91,0.140477,0.170935,0.184249,0.198832,0.175707,0.161966,0.174891,0.121484,0.13669,0.126575,0.148031,0.172174
20190211,91,0.145425,0.171939,0.197342,0.204424,0.177582,0.169236,0.183026,0.126847,0.138474,0.130256,0.149156,0.174399
20190212,91,0.139965,0.163376,0.188921,0.20093,0.173315,0.163514,0.176137,0.126505,0.142095,0.130832,0.143861,0.168957
20190213,91,0.140775,0.162829,0.189967,0.196915,0.170982,0.166065,0.176916,0.126883,0.141407,0.130227,0.14656,0.168721
20190214,91,0.145122,0.165792,0.189549,0.196913,0.177529,0.169272,0.178112,0.127143,0.141062,0.133324,0.150302,0.171781
20190215,91,0.134678,0.159351,0.179045,0.1928,0.163878,0.162011,0.170599,0.121612,0.131464,0.129775,0.141717,0.162885
20190219,91,0.134604,0.159222,0.182648,0.195338,0.168948,0.162267,0.170487,0.121185,0.138494,0.130805,0.14065,0.163015
20190220,91,0.128692,0.162517,0.17566,0.187022,0.160059,0.158489,0.165432,0.118146,0.136568,0.128821,0.133877,0.158139
20190221,91,0.130067,0.159582,0.174621,0.191995,0.163809,0.160192,0.16628,0.119979,0.131368,0.128096,0.13752,0.156675
20190222,91,0.126457,0.156618,0.165041,0.189718,0.159365,0.156216,0.159825,0.119102,0.130914,0.12421,0.135585,0.153485
20190225,91,0.129216,0.159686,0.173744,0.189209,0.158928,0.158742,0.163389,0.123365,0.136318,0.131016,0.134898,0.158996
20190226,91,0.131706,0.161895,0.173809,0.192273,0.162669,0.160119,0.164193,0.121682,0.137135,0.128202,0.139074,0.158616
20190227,91,0.129886,0.158179,0.169118,0.194624,0.158209,0.156913,0.163271,0.119968,0.1374,0.128321,0.137173,0.157418
20190228,91,0.128341,0.159561,0.166611,0.192869,0.158756,0.156368,0.160416,0.117555,0.145846,0.125028,0.138451,0.156032
20190301,91,0.122914,0.162161,0.161184,0.181784,0.153663,0.153635,0.155096,0.114843,0.140761,0.12064,0.130295,0.150947
20190304,91,0.12597,0.15766,0.160036,0.181494,0.158016,0.155053,0.15999,0.116141,0.133511,0.120667,0.139497,0.154639
20190305,91,0.131988,0.162646,0.169692,0.186468,0.162168,0.161385,0.164759,0.120036,0.142415,0.124871,0.141964,0.156312
20190306,91,0.135096,0.162027,0.172257,0.18919,0.167499,0.166016,0.168847,0.119654,0.133559,0.124642,0.147742,0.15994
20190307,91,0.141906,0.167793,0.17626,0.198762,0.171404,0.170061,0.175734,0.123986,0.133453,0.125852,0.152427,0.166089
20190308,91,0.143079,0.169088,0.176837,0.20673,0.172163,0.16965,0.175815,0.127121,0.130652,0.123827,0.153571,0.169094
20190311,91,0.131641,0.152926,0.164865,0.19182,0.158891,0.151931,0.165285,0.117157,0.123103,0.123269,0.141485,0.157211
20190312,91,0.124245,0.151657,0.164352,0.185755,0.152737,0.152217,0.157838,0.111307,0.123081,0.117524,0.13537,0.15161
20190313,91,0.122552,0.150499,0.16667,0.182176,0.152787,0.144644,0.156947,0.113516,0.118821,0.117926,0.129586,0.149391
20190314,91,0.122843,0.147156,0.1658,0.177116,0.151986,0.152995,0.159976,0.10835,0.112328,0.113208,0.130307,0.147824
20190315,91,0.119245,0.14193,0.161233,0.171659,0.144337,0.14857,0.155741,0.10568,0.116139,0.113118,0.124539,0.14207
20190318,91,0.12265,0.144127,0.168635,0.171079,0.14915,0.142995,0.157084,0.105601,0.121222,0.114905,0.126694,0.142927
20190319,91,0.123826,0.14579,0.162279,0.171105,0.153402,0.145493,0.156522,0.106722,0.121522,0.118375,0.125781,0.144423
20190320,91,0.130009,0.153492,0.164074,0.180276,0.16157,0.152779,0.163632,0.111956,0.120964,0.122964,0.133889,0.150869
20190321,91,0.123684,0.147723,0.158699,0.172069,0.162395,0.146933,0.15724,0.108439,0.114398,0.117264,0.128288,0.144447
20190322,91,0.145787,0.170208,0.182908,0.196427,0.178498,0.166291,0.177264,0.118684,0.133704,0.123121,0.14602,0.165227
20190325,91,0.146197,0.173053,0.180866,0.193127,0.183179,0.167701,0.179699,0.120828,0.132078,0.125484,0.14801,0.164837
20190326,91,0.134769,0.160074,0.175344,0.187398,0.16743,0.158864,0.169923,0.113473,0.124223,0.118575,0.139326,0.157581
20190327,91,0.139759,0.164144,0.180958,0.189783,0.170323,0.160069,0.173934,0.113853,0.129662,0.121283,0.143011,0.160019
20190328,91,0.136912,0.156854,0.177581,0.187508,0.162661,0.157226,0.170639,0.11503,0.122004,0.122888,0.141983,0.157911
20190329,91,0.132781,0.14886,0.166466,0.182429,0.161038,0.148265,0.161197,0.110034,0.121599,0.121393,0.131542,0.150899
20190401,91,0.12795,0.150424,0.161912,0.178037,0.157249,0.151098,0.162263,0.111899,0.127975,0.127508,0.13187,0.147698
20190402,91,0.125762,0.147899,0.162525,0.178551,0.159719,0.146121,0.160538,0.110559,0.123875,0.121092,0.131648,0.145129
20190403,91,0.127879,0.148504,0.1585,0.182657,0.15851,0.150036,0.159029,0.113031,0.125913,0.122937,0.133071,0.145836
20190404,91,0.123666,0.145596,0.154108,0.174992,0.162722,0.14595,0.161604,0.106691,0.123476,0.122713,0.129942,0.143062
20190405,91,0.117628,0.144253,0.152624,0.168807,0.152442,0.140289,0.154988,0.104321,0.123123,0.117116,0.124335,0.138121
20190408,91,0.119876,0.145775,0.154373,0.169773,0.154495,0.145229,0.155861,0.103682,0.125543,0.119871,0.124526,0.138287
20190409,91,0.12252,0.148912,0.156826,0.174601,0.155129,0.151674,0.158676,0.102753,0.126594,0.116412,0.123595,0.141131
20190410,91,0.119933,0.147789,0.155082,0.1752,0.15546,0.149485,0.155782,0.102812,0.122889,0.115334,0.125142,0.140609
20190411,91,0.121557,0.147753,0.152741,0.179906,0.162622,0.147282,0.155628,0.103466,0.119514,0.116624,0.131323,0.140782
20190412,91,0.114284,0.139963,0.146222,0.173282,0.161994,0.140516,0.149332,0.096541,0.118635,0.116139,0.131379,0.133961
20190415,91,0.11567,0.14115,0.152623,0.177725,0.160724,0.143447,0.152508,0.100312,0.123545,0.116116,0.128864,0.135021
20190416,91,0.114121,0.137408,0.151,0.167406,0.149891,0.137745,0.149715,0.099184,0.126987,0.117058,0.136887,0.132574
20190417,91,0.118414,0.143249,0.149608,0.1702,0.150275,0.142076,0.151634,0.102591,0.136012,0.12292,0.158752,0.134861
20190418,91,0.116117,0.141844,0.149941,0.167663,0.149177,0.139431,0.150327,0.103326,0.122905,0.12291,0.154091,0.133918
20190422,91,0.117477,0.147122,0.148786,0.167264,0.154738,0.143274,0.153513,0.107583,0.131137,0.124357,0.151961,0.139446
20190423,91,0.112899,0.143632,0.151172,0.170299,0.147061,0.141343,0.153034,0.108955,0.121494,0.122145,0.143975,0.135062
20190424,91,0.118413,0.148934,0.157954,0.177105,0.148156,0.143633,0.158634,0.109013,0.124993,0.122477,0.144395,0.139856
20190425,91,0.120019,0.153812,0.160655,0.176131,0.152143,0.15349,0.155243,0.111882,0.1253,0.122691,0.146044,0.142268
20190426,91,0.114525,0.146603,0.150777,0.183237,0.144406,0.145829,0.150962,0.105274,0.119286,0.11969,0.134788,0.13636
20190429,91,0.11889,0.154454,0.155119,0.186277,0.153714,0.146458,0.157479,0.110812,0.126436,0.123482,0.140866,0.139935
20190430,91,0.120718,0.153821,0.156633,0.184254,0.151754,0.149468,0.157098,0.111089,0.122844,0.120442,0.142821,0.139386
20190501,91,0.127737,0.16122,0.168199,0.191722,0.156255,0.15476,0.161379,0.117081,0.127444,0.125542,0.142542,0.146872
20190502,91,0.126141,0.156814,0.15718,0.19327,0.157573,0.150379,0.160184,0.116217,0.129754,0.124656,0.142732,0.144496
20190503,91,0.12119,0.155413,0.157133,0.188434,0.154311,0.148236,0.156961,0.113479,0.12245,0.122885,0.140762,0.143731
20190506,91,0.129276,0.166746,0.166109,0.187147,0.163458,0.157626,0.165988,0.118074,0.12772,0.124686,0.148242,0.150166
20190507,91,0.156832,0.181063,0.183855,0.209391,0.176671,0.183712,0.191165,0.13047,0.13257,0.126539,0.165242,0.170085
20190508,91,0.15572,0.18064,0.189147,0.208753,0.175183,0.178609,0.193675,0.128981,0.143001,0.130949,0.164119,0.169727
20190509,91,0.153366,0.182152,0.187086,0.210204,0.176827,0.178809,0.19328,0.12875,0.135183,0.136824,0.16683,0.172519
20190510,91,0.136068,0.167469,0.178408,0.19543,0.166119,0.165475,0.17494,0.119163,0.126192,0.126368,0.155789,0.160077
20190513,91,0.167914,0.188582,0.19915,0.219751,0.186527,0.188427,0.206875,0.135876,0.141966,0.134634,0.177022,0.18345
20190514,91,0.155189,0.180633,0.1995,0.203066,0.180297,0.180332,0.196607,0.129918,0.138197,0.127839,0.165713,0.171487
20190515,91,0.147094,0.176114,0.181918,0.195479,0.174164,0.173685,0.182223,0.119224,0.135272,0.127238,0.158067,0.163244
20190516,91,0.137451,0.165866,0.175743,0.185774,0.16859,0.163394,0.177432,0.113231,0.118046,0.121248,0.149947,0.154869
20190517,91,0.143834,0.171076,0.180363,0.189998,0.172475,0.171767,0.182094,0.118356,0.117727,0.121316,0.15646,0.16175
20190520,91,0.149356,0.177024,0.189562,0.194343,0.175583,0.172832,0.19392,0.119413,0.130399,0.125753,0.158922,0.167132
20190521,91,0.138621,0.165974,0.180862,0.185266,0.162079,0.162654,0.185433,0.115404,0.126266,0.119093,0.150188,0.159014
20190522,91,0.139204,0.170817,0.18701,0.187344,0.16436,0.167296,0.184904,0.115828,0.121188,0.117669,0.150483,0.160348
20190523,91,0.150785,0.178025,0.18811,0.209081,0.173187,0.176103,0.192836,0.118226,0.121351,0.113854,0.151436,0.169632
20190524,91,0.146693,0.175461,0.190866,0.200699,0.173073,0.176511,0.190954,0.11939,0.128272,0.112212,0.15081,0.166037
20190528,91,0.160274,0.183525,0.191996,0.207827,0.180713,0.182329,0.199626,0.126405,0.143311,0.126626,0.165267,0.173366
20190529,91,0.162386,0.184335,0.195965,0.213117,0.184684,0.186275,0.202257,0.130964,0.139926,0.130089,0.170574,0.179967
20190530,91,0.155554,0.18545,0.188614,0.213822,0.180029,0.184067,0.197313,0.125084,0.134604,0.131999,0.163049,0.174908
20190531,91,0.167437,0.19028,0.199589,0.22858,0.192073,0.191727,0.211226,0.135571,0.142938,0.133518,0.170374,0.184969
20190603,91,0.168058,0.184726,0.209535,0.233035,0.191647,0.191195,0.21886,0.1384,0.143347,0.135631,0.177081,0.18826
20190604,91,0.15385,0.176286,0.19052,0.218772,0.181104,0.178829,0.19834,0.129262,0.139696,0.133768,0.163867,0.17354
20190605,91,0.14806,0.178645,0.19597,0.2207,0.178729,0.178604,0.195767,0.126996,0.131627,0.136143,0.156651,0.171013
20190606,91,0.143267,0.178304,0.191145,0.212228,0.175538,0.173038,0.188062,0.121957,0.14109,0.131432,0.147535,0.163649
20190607,91,0.144466,0.178679,0.18222,0.20392,0.173542,0.171414,0.184807,0.121747,0.138835,0.139205,0.148729,0.16097
20190610,91,0.142806,0.177772,0.184342,0.200574,0.17205,0.171536,0.184688,0.120753,0.139715,0.139115,0.147277,0.162495
20190611,91,0.143308,0.178498,0.181126,0.198948,0.170982,0.172276,0.185531,0.122672,0.130344,0.136682,0.143352,0.163262
20190612,91,0.141544,0.173956,0.179718,0.200065,0.174875,0.170669,0.187284,0.120163,0.13805,0.138115,0.143071,0.162581
20190613,91,0.138916,0.165742,0.170597,0.196763,0.168219,0.166332,0.182312,0.117667,0.128497,0.133151,0.142097,0.156419
20190614,91,0.141722,0.171216,0.177043,0.201422,0.173104,0.170701,0.188632,0.12147,0.135654,0.137216,0.146165,0.161585
20190617,91,0.140592,0.169256,0.176101,0.198095,0.171881,0.169284,0.187343,0.122554,0.136926,0.134215,0.142475,0.157969
20190618,91,0.138204,0.168625,0.172445,0.193861,0.165977,0.165303,0.180958,0.119867,0.131173,0.13532,0.137701,0.155419
20190619,91,0.138282,0.172951,0.169844,0.193085,0.165773,0.164568,0.18197,0.119889,0.135525,0.136613,0.13874,0.157413
20190620,91,0.138227,0.167892,0.164486,0.192521,0.168028,0.161128,0.179299,0.117062,0.133123,0.135383,0.137642,0.153909
20190621,91,0.141678,0.166275,0.164784,0.188951,0.160119,0.163686,0.180628,0.116981,0.14009,0.131908,0.137189,0.154595
20190624,91,0.138481,0.164934,0.170447,0.188893,0.163452,0.166037,0.181032,0.120455,0.142982,0.128502,0.138415,0.155892
20190625,91,0.147858,0.173009,0.178078,0.19554,0.170525,0.174442,0.193617,0.121328,0.152016,0.131248,0.144036,0.161962
20190626,91,0.146016,0.170384,0.18393,0.191507,0.170822,0.170298,0.189794,0.124574,0.157702,0.133535,0.150002,0.160768
20190627,91,0.144958,0.166833,0.174721,0.188819,0.169121,0.167616,0.187669,0.121603,0.148458,0.129042,0.146347,0.155947
20190628,91,0.139283,0.161592,0.166965,0.183775,0.162374,0.162223,0.188155,0.121173,0.14392,0.129987,0.141733,0.153967
20190701,91,0.124505,0.147543,0.161987,0.177021,0.150836,0.152949,0.165916,0.10696,0.143193,0.127914,0.131881,0.137602
20190702,91,0.117204,0.14366,0.153387,0.171408,0.149248,0.146206,0.159279,0.099849,0.132666,0.120741,0.121295,0.134446
20190703,91,0.114929,0.140617,0.152817,0.1746,0.14127,0.143146,0.155883,0.109275,0.130566,0.125369,0.122901,0.131129
20190705,91,0.113961,0.138079,0.147569,0.171124,0.143956,0.139321,0.152675,0.108839,0.131292,0.123309,0.12663,0.130435
20190708,91,0.125043,0.152204,0.158224,0.172865,0.149033,0.15043,0.163766,0.116345,0.135543,0.128773,0.133356,0.137689
20190709,91,0.128105,0.152493,0.157148,0.171983,0.154204,0.152869,0.163124,0.115468,0.136525,0.129164,0.133524,0.140562
20190710,91,0.121572,0.152257,0.150587,0.17173,0.14886,0.147119,0.157406,0.111581,0.127485,0.130803,0.129142,0.133469
20190711,91,0.118386,0.148441,0.152546,0.168684,0.149659,0.141174,0.158001,0.107602,0.131601,0.127862,0.126352,0.133895
20190712,91,0.117486,0.145905,0.145553,0.165124,0.143448,0.135806,0.157288,0.107166,0.135795,0.127998,0.133404,0.129284
20190715,91,0.118081,0.151363,0.151051,0.166575,0.147676,0.139254,0.157062,0.10741,0.133322,0.126117,0.133091,0.129839
20190716,91,0.123192,0.153766,0.157762,0.172197,0.153741,0.143994,0.167289,0.109116,0.133491,0.129452,0.13658,0.134392
20190717,91,0.129915,0.158736,0.160664,0.173694,0.153473,0.154291,0.175256,0.111951,0.137417,0.135252,0.136284,0.143601
20190718,91,0.126201,0.15028,0.156011,0.171199,0.148619,0.150033,0.167765,0.110146,0.131435,0.126584,0.130348,0.142061
20190719,91,0.131605,0.157587,0.16705,0.176307,0.151361,0.154619,0.172167,0.114553,0.139766,0.134493,0.140521,0.148095
20190722,91,0.12838,0.156839,0.166995,0.172232,0.148359,0.153138,0.1691,0.11769,0.131542,0.131626,0.140576,0.147794
20190723,91,0.121339,0.148542,0.162895,0.167547,0.14764,0.143943,0.161393,0.114657,0.130813,0.132589,0.133955,0.14042
20190724,91,0.119106,0.150492,0.160227,0.166469,0.136236,0.143227,0.156932,0.114605,0.134475,0.121745,0.132554,0.138269
20190725,91,0.120909,0.157489,0.1636,0.167509,0.149446,0.145462,0.154375,0.110929,0.137,0.124003,0.134808,0.142967
20190726,91,0.12105,0.157958,0.160213,0.165268,0.140368,0.148614,0.159655,0.111464,0.133274,0.123457,0.133398,0.139101
20190729,91,0.124727,0.164749,0.159687,0.173452,0.149188,0.154788,0.164763,0.115453,0.138111,0.125316,0.134993,0.144407
20190730,91,0.127278,0.161003,0.165337,0.173091,0.153869,0.150725,0.166879,0.114,0.134346,0.12597,0.1351,0.147202
20190731,91,0.142014,0.169973,0.175067,0.174843,0.160102,0.165604,0.182677,0.124667,0.144686,0.132867,0.144386,0.156212
20190801,91,0.153011,0.177113,0.182761,0.198678,0.168142,0.177977,0.188442,0.128659,0.145986,0.136561,0.146491,0.168051
20190802,91,0.155655,0.182594,0.186628,0.208057,0.170666,0.180587,0.186988,0.129766,0.147877,0.13745,0.146952,0.168016
20190805,91,0.188868,0.200655,0.219452,0.230041,0.202657,0.197779,0.22911,0.14969,0.167242,0.148984,0.166177,0.197126
20190806,91,0.170038,0.190067,0.20391,0.224485,0.183639,0.189041,0.214347,0.143039,0.153569,0.141372,0.156601,0.184004
20190807,91,0.173523,0.187742,0.205462,0.232755,0.195471,0.193005,0.214067,0.144367,0.164594,0.152724,0.164517,0.18118
20190808,91,0.147566,0.172953,0.185184,0.200765,0.174747,0.17487,0.190938,0.123793,0.138736,0.129687,0.14911,0.163619
20190809,91,0.157478,0.186134,0.194398,0.207188,0.187075,0.182829,0.200452,0.136745,0.146889,0.136842,0.155698,0.172316
20190812,91,0.176565,0.196048,0.2086,0.219316,0.197612,0.192184,0.22055,0.13839,0.15136,0.144246,0.168428,0.19046
20190813,91,0.157463,0.191076,0.195657,0.212336,0.186918,0.181609,0.202405,0.137213,0.145148,0.136489,0.159513,0.173881
20190814,91,0.192242,0.213531,0.223286,0.235721,0.2219,0.211971,0.234365,0.163043,0.166652,0.148352,0.182051,0.197659
20190815,91,0.187772,0.211446,0.21854,0.240926,0.212334,0.204413,0.230473,0.152557,0.165916,0.150324,0.1839,0.196466
20190816,91,0.172099,0.19835,0.200311,0.231354,0.206256,0.191876,0.211052,0.141167,0.155094,0.140095,0.168896,0.182571
20190819,91,0.158558,0.189535,0.197516,0.221969,0.192369,0.187099,0.200758,0.135887,0.143922,0.127191,0.16408,0.170926
20190820,91,0.163827,0.191288,0.202679,0.219528,0.193834,0.187575,0.207471,0.140445,0.14274,0.128351,0.166897,0.172059
20190821,91,0.154786,0.188531,0.194907,0.216329,0.187692,0.18028,0.196895,0.142005,0.142445,0.133422,0.16235,0.163168
20190822,91,0.157883,0.190242,0.199354,0.22123,0.189374,0.186334,0.203414,0.143038,0.149146,0.138344,0.166392,0.171768
20190823,91,0.176466,0.203113,0.211459,0.235409,0.199776,0.200996,0.222695,0.152492,0.154123,0.142243,0.176625,0.18433
20190826,91,0.170109,0.197711,0.207791,0.241699,0.198001,0.198595,0.215018,0.152136,0.151898,0.144337,0.175259,0.183528
20190827,91,0.180093,0.202005,0.213547,0.245448,0.205453,0.208084,0.222997,0.158862,0.155411,0.150908,0.181582,0.189647
20190828,91,0.172677,0.197583,0.209839,0.240429,0.196738,0.197692,0.217612,0.151236,0.151575,0.147979,0.174168,0.183812
20190829,91,0.162145,0.186408,0.197698,0.225092,0.187844,0.187836,0.206414,0.145375,0.141076,0.141161,0.166297,0.175032
20190830,91,0.167607,0.185624,0.199265,0.226011,0.192156,0.189506,0.208333,0.145647,0.148429,0.13535,0.169189,0.17735
20190903,91,0.171948,0.192797,0.20601,0.229178,0.194976,0.197362,0.220872,0.141806,0.136964,0.136887,0.170353,0.184289
20190904,91,0.158759,0.179016,0.195386,0.221249,0.191713,0.188112,0.205904,0.133732,0.135136,0.144684,0.167446,0.172314
20190905,91,0.148802,0.179656,0.186362,0.207521,0.178442,0.177264,0.194526,0.132359,0.141133,0.139908,0.152049,0.160603
