Date,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
20000103,145.4375,25.96875,-999,26.5625,22.875,28.84375,55.4375,22.75,-999,27.45313,30.29688,30.125
20000104,139.75,25.71875,-999,26.0625,21.875,28.04688,52.625,22.10938,-999,26.625,29.60938,29.21875
20000105,140,26.78125,-999,26.75,21.70313,27.92188,51.84375,22.5,-999,27.29688,29.34375,28.85938
20000106,137.75,27.46875,-999,27.78125,22.65625,28.29688,50.125,22.92188,-999,27.25,29.4375,29.1875
20000107,145.75,27.45313,-999,28.07813,23.03125,29.375,51,24.375,-999,27.48438,29.79688,30.5625
20000110,146.25,27.35938,-999,27.84375,22.625,29.375,52.9375,23.82813,-999,27.57813,32.84375,30.40625
20000111,144.3125,27.03125,-999,27.875,22.25,29,51.4375,23.82813,-999,27.28125,31.96875,30.23438
20000112,143.0625,26.64063,-999,27.75,22.6875,28.65625,51.21875,23.95313,-999,27,31.4375,30.0625
20000113,145,26.75,-999,28.23438,23.375,29.20313,51.6875,24.07813,-999,26.75,32.375,30.21875
20000114,146.96875,26.5625,-999,28.0625,23.92188,29,52.875,24.15625,-999,26.96875,32.09375,30.14063
20000118,145.8125,25.92188,-999,28.40625,23.125,28.96875,53.15625,23.75,-999,26.85938,31.5,29.96875
20000119,146.25,25.42188,-999,28.3125,23.04688,28.875,53.25,23.92188,-999,26.875,32.25,29.90625
20000120,144.75,24.75,-999,28.3125,22.625,28.6875,53.5625,23.59375,-999,27,32,29.5
20000121,144.4375,24.85938,-999,29.09375,22.34375,28.32813,53.625,23.32813,-999,27.875,31.9375,28.89063
20000124,140.34375,24.20313,-999,28.0625,21.9375,27.51563,51.875,22.65625,-999,27.5,30.98438,27.8125
20000125,141.9375,23.75,-999,28,22.17188,27.35938,52.98438,22.375,-999,26.85938,31.20313,27.98438
20000126,140.8125,23.75,-999,27.5625,23,27.57813,51.25,22.57813,-999,26.73438,31.0625,28.1875
20000127,140.25,23.875,-999,27,23.25,27.73438,50.75,23,-999,26.5625,30.875,28.10938
20000128,135.875,23.46875,-999,26.6875,22.4375,27,48.9375,22.8125,-999,26.42188,30.25,27
20000131,139.625,23.32813,-999,27.3125,23.0625,27.1875,50.5625,23.23438,-999,27.64063,30.10938,27.20313
20000201,140.9375,23.75,-999,27.25,23.1875,27,51.625,23,-999,27.4375,30.5,28.1875
20000202,141.0625,23.85938,-999,27.42188,22.95313,27.01563,52,23.04688,-999,27.29688,31.25,28
20000203,143.1875,23.45313,-999,27.09375,22.8125,27,53.5,22.73438,-999,27.25,31.53125,28.10938
20000204,142.59375,23.42188,-999,26.3125,22.57813,27.10938,54.125,22.71875,-999,27.10938,31.64063,28.0625
20000207,142.375,22.96875,-999,26.60938,22.34375,26.64063,54.75,22.6875,-999,27.03125,31.125,27.46875
20000208,144.3125,22.90625,-999,26.375,22.59375,26.75,55.25,22.96875,-999,27.09375,31.46875,28.09375
20000209,141.28125,22.45313,-999,25.5,22.0625,26.46875,54.5625,22.76563,-999,27.09375,30.90625,27.625
20000210,141.5625,22.26563,-999,26.03125,21.45313,26.01563,55.85938,22,-999,26.70313,30.64063,27.375
20000211,138.6875,21.71875,-999,25.71875,21.5,25.46875,54.375,21.57813,-999,26.23438,30.65625,26.98438
20000214,139.5,22.07813,-999,26.125,21.6875,25.875,54.40625,21.6875,-999,26.26563,30.09375,27.125
20000215,141.09375,23.03125,-999,27.21875,21.71875,26.32813,54.5625,22.17188,-999,26.20313,29.85938,27.1875
20000216,139.1875,22.5,-999,27.34375,21.26563,26.26563,54.28125,21.85938,-999,26.09375,29.01563,26.125
20000217,138.28125,22.45313,-999,27.3125,21,26.375,55.5,21.53125,-999,25.9375,29,25.375
20000218,135.3125,21.76563,-999,26.51563,20.25,25.79688,53.625,21.28125,-999,24.98438,28.20313,25
20000222,134.96875,22.45313,-999,26.28125,20.4375,26.21875,53.5,21.625,-999,24.89063,28,25.0625
20000223,136.5625,22.20313,-999,25.59375,20.35938,26.01563,55.125,21.15625,-999,24.375,28.4375,24.98438
20000224,133.8125,21.40625,-999,25.3125,19.9375,25.78125,55.8125,20.71875,-999,23.5625,28.21875,24.1875
20000225,133.32813,21.0625,-999,24.8125,19.8125,25.32813,55.28125,20.20313,-999,23.4375,27.34375,24.28125
20000228,136.125,21.125,-999,25.5625,20.45313,25.40625,54.625,20.59375,-999,24.10938,27.82813,25.15625
20000229,137.4375,20.98438,-999,26.15625,20.59375,25.6875,55.875,20.51563,-999,24.28125,28.14063,25.6875
20000301,138.4375,20.76563,-999,26.8125,20.875,25.54688,56.4375,20.32813,-999,25.34375,28.375,25.39063
20000302,138.53125,20.3125,-999,27.3125,20.75,25.64063,57,20.375,-999,26,28.25,25.35938
20000303,141.125,20.96875,-999,26.875,20.9375,26.34375,58.57813,20.26563,-999,26.23438,28.64063,25.82813
20000306,139.8125,20.46875,-999,26.71875,20.73438,26.23438,58.48438,19.78125,-999,25.5,28.07813,25.21875
20000307,137.04688,19.8125,-999,28.5625,20.10938,25.1875,56.875,18.71875,-999,25.20313,27.5625,24.51563
20000308,136.875,20.23438,-999,28.09375,19.875,25.45313,57.875,19.29688,-999,25.375,27.42188,24.8125
20000309,140.875,20.20313,-999,28.125,19.98438,25.71875,59.625,19.8125,-999,25.57813,28.0625,25.3125
20000310,140.1875,20.375,-999,27.75,20.04688,25.78125,59.75,19.57813,-999,25.57813,27.82813,24.96875
20000313,138.59375,20.6875,-999,27.34375,20.25,25.39063,58.875,19.26563,-999,25.65625,27.625,24.76563
20000314,136.625,20.32813,-999,27.6875,20.17188,25.25,57.53125,19.15625,-999,25.48438,27.70313,24.8125
20000315,139.8125,21.54688,-999,27.5625,21.40625,26.26563,56.53125,20.375,-999,25.625,27.84375,26.3125
20000316,146.34375,22.90625,-999,28.75,23.23438,27.73438,58.5,21.5,-999,26.84375,29.28125,28.28125
20000317,146.9375,22,-999,27.78125,23.17188,27.59375,59.875,21.09375,-999,26.64063,29.3125,28.26563
20000320,146.78125,22.26563,-999,27.34375,22.73438,27.75,59.625,20.90625,-999,26.53125,29.875,28
20000321,149.1875,22.53125,-999,28.21875,23.5625,28.34375,61.1875,21.29688,-999,26.35938,30.0625,28.3125
20000322,150.09375,21.95313,-999,28,23.76563,28.21875,62.25,21.125,-999,25.75,30.82813,28.1875
20000323,152.5,22.625,-999,27.96875,24.59375,28.875,63.4375,20.95313,-999,26.1875,30.95313,28.26563
20000324,153.5625,22.51563,-999,28.03125,24.875,29.04688,63.98438,20.57813,-999,25.9375,31.21875,28.35938
20000327,151.9375,22.42188,-999,28.125,24.0625,28.6875,64.5,20.3125,-999,26.29688,31,28.28125
20000328,151.0625,22,-999,28,24.25,28.60938,62.9375,20.54688,-999,26.17188,31.03125,28.375
20000329,151.21875,22.45313,-999,29.46875,24.0625,28.96875,61.09375,21.04688,-999,26.64063,30.5625,28.9375
20000330,148.6875,23.0625,-999,29.46875,24.10938,29.15625,59.4375,21.32813,-999,26.57813,30.125,29.57813
20000331,150.375,23.04688,-999,29.3125,24.26563,29.20313,60.5625,21.21875,-999,26.73438,30.67188,29.26563
20000403,151.25,23.79688,-999,29.8125,25.4375,29.32813,58,22.1875,-999,26.90625,30.65625,30.14063
20000404,145.75,23.57813,-999,29.4375,24.42188,29,57.4375,22.8125,-999,27.28125,30.3125,29.76563
20000405,149.1875,23.39063,-999,28.5625,24.23438,28.89063,57.8125,22.5,-999,27.64063,30.10938,29.8125
20000406,150.48438,23.25,-999,29.3125,24.5,29.14063,58.5625,22.09375,-999,27.8125,30.6875,30.125
20000407,151.4375,22.875,-999,28.85938,24,29.57813,60.5625,21.8125,-999,27.73438,30.76563,30.125
20000410,150.84375,23.4375,-999,28.4375,24.6875,29.625,58.375,22.35938,-999,27.67188,30.5625,30.82813
20000411,150.40625,24,-999,28.9375,24.84375,29.98438,56.9375,22.75,-999,28.39063,30.82813,31.04688
20000412,146.28125,24.625,-999,29.1875,25.10938,29.45313,53.25,23.01563,-999,28.64063,30.26563,30.98438
20000413,144.25,23.9375,-999,29.125,24.45313,29.53125,52.23438,22.85938,-999,28.67188,29.5,30.40625
20000414,138.375,22.625,-999,28.5,22.46875,27.59375,49.5,21.73438,-999,27.625,27.71875,28
20000417,140.75,22.65625,-999,27.8125,22.65625,28.26563,52.1875,22.35938,-999,27.20313,27.95313,28.03125
20000418,144.46875,22.23438,-999,27.95313,23.5625,28.375,54.78125,22.5,-999,27.28125,28.71875,28.625
20000419,143.125,21.95313,-999,28.5625,23.25,28.48438,53.34375,22.76563,-999,27.53125,29.46875,28.84375
20000420,143.8125,22.5,-999,28.60938,23.6875,28.71875,52.875,22.75,-999,27.625,29.59375,29.21875
20000424,142.25,22.54688,-999,28.92188,24.25,28.75,51.25,23.375,-999,28.375,29.17188,29.53125
20000425,148.15625,22.57813,-999,28.96875,25,30.25,54.21875,23.26563,-999,29.21875,29.90625,30.0625
20000426,146.48438,22.1875,-999,29.34375,24.5,29.79688,53.1875,23,-999,29.15625,30.21875,30.03125
20000427,146,22.10938,-999,29.75,24,29.82813,54.84375,23,-999,28.5,30.03125,29.40625
20000428,145.09375,22.28125,-999,28.875,24.5,29.625,55,22.34375,-999,28.48438,30.3125,28.65625
20000501,147.0625,22.25,-999,29.34375,23.95313,30.3125,55.78125,22.625,-999,28.48438,30.40625,29.53125
20000502,144.125,22.9375,-999,29.76563,23.71875,30,54.75,22.6875,-999,27.45313,29.79688,29.32813
20000503,141.625,22.5625,-999,29,23.29688,29,52.375,22.6875,-999,27.54688,28.96875,27.9375
20000504,141.8125,22.79688,-999,29.75,22.9375,29.04688,52,22.6875,-999,27.5,28.875,27.48438
20000505,143.53125,22.78125,-999,30.0625,23.09375,29.5625,53.42188,23.21875,-999,27.5625,28.84375,27.82813
20000508,142.45313,22.65625,-999,30.4375,23.54688,29.54688,51.53125,23.70313,-999,27.75,28.90625,27.75
20000509,141.3125,23.0625,-999,30.45313,23.48438,29.3125,50.57813,23.8125,-999,27.65625,28.70313,28.03125
20000510,138.125,22.78125,-999,30.54688,22.85938,29.01563,48.125,23.65625,-999,28.1875,28.65625,28.03125
20000511,141.28125,23.07813,-999,31.5,23.54688,29.73438,49.48438,23.625,-999,28.60938,28.625,28.28125
20000512,142.8125,23.15625,-999,31.60938,23.8125,30.09375,50.125,23.3125,-999,28.15625,29.125,28.6875
20000515,145.28125,23.5625,-999,32.26563,24.875,30.59375,51.0625,23.89063,-999,28.70313,29.60938,28.78125
20000516,146.5625,23.3125,-999,31.64063,24.73438,30.875,52.59375,23.78125,-999,28.57813,30,29
20000517,145.15625,23.375,-999,31.79688,24.3125,30.67188,51.84375,23.85938,-999,28.14063,29.65625,28.3125
20000518,143.8125,23.1875,-999,31.75,24.625,30.53125,50.53125,23.8125,-999,28.375,29.625,28.875
20000519,141.125,23.25,-999,31.8125,24.1875,29.6875,48.5625,23.98438,-999,27.84375,28.84375,28.14063
20000522,140.0625,23.125,-999,31.54688,24.5,29.17188,48.34375,23.90625,-999,28.03125,28.51563,27.71875
20000523,138,22.79688,-999,31.42188,24.65625,29.04688,46,23.78125,-999,27.51563,28.28125,27.59375
20000524,140.25,22.70313,-999,31.45313,24.96875,29.46875,47.8125,24.29688,-999,27.98438,28.46875,27.09375
20000525,137.84375,21.875,-999,30.875,24.34375,28.9375,47.03125,24.23438,-999,27.51563,28.25,26.84375
20000526,138,21.53125,-999,30.89063,24.25,28.78125,47.1875,24.3125,-999,28.0625,28.03125,26.28125
20000530,142.71875,21.76563,-999,31.32813,24.75,29.29688,50.25,24.17188,-999,28.26563,29.1875,26.48438
20000531,142.8125,21.57813,-999,32.26563,25.04688,29.5,49.28125,23.9375,-999,28.42188,29.5,27.10938
20000601,145.3125,21.64063,-999,31.96875,25.875,29.73438,51.5,24,-999,28.625,29.3125,27.3125
20000602,147.84375,22,-999,30.875,26.9375,29.95313,53.84375,23.17188,-999,28.53125,30.03125,28.0625
20000605,147.125,21.8125,-999,30.4375,26.32813,29.90625,54,23.14063,-999,27.875,29.9375,27.90625
20000606,146.46875,21.84375,-999,31.625,25.75,29.6875,53.25,23.21875,-999,28.53125,29.6875,27.01563
20000607,147.48438,21.375,-999,31.21875,26.125,29.54688,54.25,23.46875,-999,28.64063,29.60938,27.01563
20000608,146.90625,21.34375,-999,31.375,25.6875,29.07813,54,23.46875,-999,28.8125,29.375,26.75
20000609,146.59375,21.3125,-999,31.17188,25.25,29.1875,54.125,23.73438,-999,29.17188,29.8125,26.3125
20000612,144.875,21.4375,-999,31.875,25.46875,29.21875,53.15625,23.70313,-999,29.04688,29.53125,25.65625
20000613,147.59375,20.82813,-999,31.875,25.4375,29.34375,54.125,23.96875,-999,29.67188,29.125,26.15625
20000614,147.84375,21.375,-999,31.82813,25.875,29.28125,53.125,24.28125,-999,29.54688,29.625,26.25
20000615,148.15625,21.375,-999,31.375,25.26563,29.5625,54.1875,24.73438,-999,29.39063,30.46875,26.1875
20000616,146.59375,21.375,-999,31.75,24,28.98438,54.375,24.21875,-999,28.84375,30.125,25.84375
20000619,148.46875,20.6875,-999,31.48438,24.625,28.6875,56.09375,24.26563,-999,29.3125,30.3125,25.8125
20000620,147.9375,20.3125,-999,31.3125,24.3125,27.79688,56.25,23.84375,-999,29,30.26563,25.25
20000621,147.84375,20.21875,-999,31.875,24.125,27.90625,56.75,24.3125,-999,29.09375,30.125,25.07813
20000622,145.625,20.21875,-999,31.03125,24.10938,27.29688,54.9375,23.78125,-999,28.90625,30.0625,24.96875
20000623,144.375,20.23438,-999,31.42188,23.9375,27.59375,53.82813,24.0625,-999,29,29.5,25.125
20000626,146.23438,19.76563,-999,31.17188,24.3125,28.25,54.3125,24.375,-999,28.90625,29.21875,25.125
20000627,145.15625,20.5625,-999,30.95313,24.54688,28.375,53.65625,24.75,-999,28.125,29.15625,25.84375
20000628,145.5625,20.51563,-999,30.6875,24.35938,28.73438,54.10938,24.75,-999,28.35938,29.03125,25.75
20000629,144.1875,20.14063,-999,30.75,24.34375,28.23438,53.125,24.96875,-999,27.90625,29.46875,25.3125
20000630,145.28125,19.64063,-999,30.34375,23.75,28.28125,54.1875,25.23438,-999,27.25,29.5625,25.59375
20000703,147.28125,20.1875,-999,30.53125,24.1875,28.65625,54.5625,25.28125,-999,28.0625,29.5,25.9375
20000705,144.625,20.28125,-999,29.26563,24.45313,28.40625,52.8125,25.34375,-999,28.3125,29.6875,26.25
20000706,145.75,19.75,-999,29.5625,24.64063,28.32813,53.60938,25.375,-999,28.34375,29.625,26.4375
20000707,148.09375,19.65625,-999,29.70313,25.0625,28.46875,54.5,25.20313,-999,28.64063,29.875,27.71875
20000710,147.84375,19.9375,-999,29.84375,25.125,28.5,53.75,25.4375,-999,28.64063,29.625,28.125
20000711,148.15625,21,-999,30.90625,25.25,29.04688,53.46875,25.45313,-999,28.375,29.29688,28.32813
20000712,149.125,20.89063,-999,30.5,25.60938,29.15625,54.875,24.9375,-999,28.5,29.84375,28.40625
20000713,149.78125,21.25,-999,30.03125,25.35938,29.39063,55.90625,24.5625,-999,28.625,29.9375,27.875
20000714,151.25,20.70313,-999,30,25.78125,29.6875,56.90625,24.28125,-999,28.23438,30.40625,28.21875
20000717,151,20.375,-999,29.60938,25.29688,29.85938,57.34375,24.40625,-999,28,30.03125,28.0625
20000718,149.76563,20.0625,-999,29.875,25.34375,29.9375,56.125,24.4375,-999,27.89063,29.5625,28.125
20000719,148.6875,20.10938,-999,29.79688,25.25,29.6875,55.28125,24.46875,-999,28.17188,29.75,27.76563
20000720,150.625,19.90625,-999,29.5,25.89063,30.04688,56.15625,24.0625,-999,27.71875,30.21875,27.6875
20000721,147.6875,20,-999,28.9375,25.875,30,54.9375,24.125,-999,28,29.46875,27.625
20000724,146.84375,20.03125,-999,28.64063,25.96875,29.78125,53.59375,24.625,-999,27.90625,29.1875,27.1875
20000725,147.3125,19.78125,-999,28.375,26.01563,29.84375,54.5,24.1875,-999,28.14063,29.20313,27.25
20000726,145.875,19.65625,-999,28.60938,25.89063,29.46875,53.78125,24.20313,-999,27.875,28.96875,27.15625
20000727,145.375,19.875,-999,29.59375,26,29.26563,52.23438,24.375,-999,27.76563,29.15625,27.375
20000728,142.09375,19.71875,-999,29.375,25.40625,28.28125,50.28125,24.57813,-999,27.59375,28.84375,26.53125
20000731,142.90625,19.8125,-999,29.1875,25.98438,28.71875,51.46875,24.3125,-999,27.67188,29.125,26
20000801,143.875,19.82813,-999,29.73438,26.01563,28.9375,50.59375,25.125,-999,28.28125,29.375,26.375
20000802,144.59375,19.95313,-999,30.29688,25.98438,28.8125,50.5,25.10938,-999,28.75,29.5,26.375
20000803,145.59375,20.17188,-999,29.875,26.67188,28.85938,51.46875,25.10938,-999,28.79688,29.65625,26.25
20000804,146.375,19.98438,-999,30,27.64063,29.21875,51.46875,25.0625,-999,28.64063,30.26563,26.14063
20000807,148.125,20.375,-999,30.39063,27.78125,30.07813,52.5,24.75,-999,29.20313,30.03125,26.84375
20000808,148.6875,20.875,-999,30.45313,27.78125,30.34375,52.625,24.85938,-999,28.4375,30.125,27.64063
20000809,147.4375,20.89063,-999,31,27.59375,30.60938,52.71875,23.84375,-999,27.98438,29.84375,27.15625
20000810,146.71875,20.57813,-999,31.28125,27.45313,30.53125,51.5625,24.26563,-999,27.98438,29.90625,26.375
20000811,147.32813,21,-999,31.25,27.85938,30.875,51.875,24.4375,-999,28.29688,30.09375,26.75
20000814,149.28125,21,-999,31.6875,28.21875,31.1875,52.9375,24.51563,-999,28.46875,30.4375,27.09375
20000815,149.15625,21.125,-999,31.5625,27.70313,30.79688,53.0625,24.46875,-999,28.65625,30.28125,26.3125
20000816,148.625,21.125,-999,32,27.375,30.65625,53.01563,24.71875,-999,28.25,29.84375,25.79688
20000817,150.1875,21.17188,-999,32.75,27.73438,30.8125,53.98438,24.57813,-999,27.875,30.125,25.8125
20000818,149.6875,20.79688,-999,32.375,27.42188,30.71875,54.0625,24.28125,-999,28.03125,30.125,26.15625
20000821,150.5625,20.6875,-999,32.5,27.75,31.15625,54.3125,24.53125,-999,28.21875,30.21875,25.53125
20000822,150.3125,20.48438,-999,32.40625,28.04688,31.09375,54.42188,24.4375,-999,27.875,29.84375,26.03125
20000823,150.84375,20.39063,-999,33.25,27.6875,30.9375,54.85938,24.59375,-999,28.09375,29.875,25.875
20000824,151.3125,20.42188,-999,32.53125,27.64063,31.26563,55.375,24.4375,-999,28.03125,29.79688,25.875
20000825,151.25,20.3125,-999,32.625,27.26563,31.40625,55.15625,24.53125,-999,28,30.29688,26.10938
20000828,151.76563,20.28125,-999,32.75,27.78125,31.82813,55.59375,24.45313,-999,28.5,30,25.6875
20000829,151.79688,20,-999,32.78125,27.5,31.625,55.6875,24.07813,-999,28.25,30.14063,25.57813
20000830,150.34375,20.04688,-999,32.5,27.75,31.32813,55.4375,23.96875,-999,28.53125,30.34375,25.28125
20000831,152.34375,20.26563,-999,32.375,28.46875,31.5625,56.51563,24.01563,-999,28.75,30.15625,24.92188
20000901,152.375,20.0625,-999,32.70313,28,31.84375,56.46875,23.875,-999,29.09375,30.125,25.42188
20000905,151.28125,20.46875,-999,32.70313,28.34375,31.84375,55.25,23.79688,-999,29.20313,29.53125,25.6875
20000906,149.78125,20.8125,-999,33.42188,28.5625,32,53.75,23.5,-999,29.5625,29.40625,26.0625
20000907,150.84375,19.8125,-999,33.26563,28.32813,31.8125,54.73438,23.71875,-999,29.5625,29.17188,25.84375
20000908,149.8125,19.46875,-999,32.875,28.96875,31.4375,52.9375,23.70313,-999,30.5,29.1875,26.32813
20000911,149.59375,19.34375,-999,33.92188,29.54688,31.28125,51.625,23.8125,-999,31.20313,29.29688,26.8125
20000912,148.46875,19.21875,-999,33.875,29.5,31.1875,50.875,24,-999,31.125,29.28125,26.8125
20000913,148.89063,19.125,-999,33.3125,29.3125,31.28125,51.375,24,-999,30.90625,29.59375,26.8125
20000914,148.46875,18.78125,-999,33.21875,29.21875,31.25,51.5625,23.75,-999,30.5,29.28125,26.65625
20000915,146.09375,18.375,-999,33.9375,28.64063,30.375,50.76563,23.625,-999,30.53125,29.15625,26.35938
20000918,144.65625,18.3125,-999,34,27.6875,30.03125,49.625,23.65625,-999,30.34375,29.10938,25.82813
20000919,145.96875,17.8125,-999,33.09375,28.28125,29.6875,51.5625,23.6875,-999,29.84375,28.92188,25.39063
20000920,144.89063,17.59375,-999,32.4375,27.875,29.84375,51.48438,23.5,-999,29.3125,28.35938,24.89063
20000921,145.1875,17.53125,-999,32.1875,27.5625,29.9375,50.71875,24.125,-999,29.53125,28.625,25.8125
20000922,145.28125,17.5,-999,31.98438,28.09375,29.71875,49.25,24.9375,-999,30.28125,28.375,25.64063
20000925,144.15625,17.45313,-999,31.5,28.54688,30.59375,48.21875,24.71875,-999,30.5,28.79688,25.25
20000926,142.40625,17.28125,-999,32.25,28.35938,30.625,47.20313,24.5,-999,30.9375,28.79688,24.6875
20000927,143.15625,17.20313,-999,32.85938,28.375,30.375,46.90625,24.51563,-999,30.8125,28.3125,24.92188
20000928,146.125,17.71875,-999,32.73438,29.09375,30.78125,48.46875,24.89063,-999,31.8125,29.14063,25.3125
20000929,143.625,18.15625,-999,32.76563,29,30.5625,46.375,24.98438,-999,32.28125,29.0625,24.89063
20001002,143.84375,17.75,-999,33.4375,29.40625,30.25,46.03125,24.9375,-999,32.46875,29.4375,24.5
20001003,142.5,18.73438,-999,33.42188,29.375,30.84375,44.8125,24.9375,-999,32.0625,29.54688,24.6875
20001004,143.6875,18.90625,-999,32.4375,29,31.0625,46.01563,24.73438,-999,32.0625,29.78125,25.125
20001005,144.1875,18.71875,-999,32.39063,29.28125,31.09375,45.35938,25.3125,-999,32.34375,30.04688,24.79688
20001006,141.0625,18.5625,-999,32.25,28.0625,30.25,44.42188,25.17188,-999,32.1875,29.34375,24.01563
20001009,140,18.60938,-999,32.75,27.625,30.4375,44.17188,25.0625,-999,32.1875,29.15625,24.17188
20001010,137.6875,18.70313,-999,33.48438,26.82813,30.03125,42.875,25.42188,-999,32.125,29.1875,24.1875
20001011,136.53125,18.20313,-999,33.79688,26.875,29.5,41.5,25.39063,-999,31.625,28.45313,23.5
20001012,133.125,17.875,-999,34.3125,25.3125,28.82813,40.0625,25.54688,-999,31.1875,27.5,21.85938
20001013,137.5625,17.46875,-999,33,26.625,29.71875,43.4375,25.23438,-999,31.65625,28.01563,22.3125
20001016,138.1875,17.45313,-999,32.6875,26.85938,30.125,42.75,25.59375,-999,31.84375,27.75,22.70313
20001017,134.75,17.29688,-999,32.70313,26.125,29.3125,41.625,25.8125,-999,32.26563,26.375,22.07813
20001018,134.25,17.5,-999,32.26563,25.82813,28.78125,40.96875,25.79688,-999,32,26.8125,22.5
20001019,139.28125,17.46875,-999,32.42188,27.04688,29.28125,44.60938,25.32813,-999,31.84375,27.125,23.42188
20001020,139.90625,17.23438,-999,33.0625,27.15625,29.4375,45.28125,25.5,-999,31.67188,27.6875,23
20001023,140.53125,17.35938,-999,32.53125,26.70313,29.78125,45,25.76563,-999,32.34375,28.09375,23.14063
20001024,139.59375,18.0625,-999,31.98438,27.375,30.25,44.125,25.84375,-999,32.20313,28.15625,23.15625
20001025,136.3125,17.9375,-999,31.20313,27.53125,29.6875,41.01563,26.45313,-999,32,27.65625,22.8125
20001026,136.6875,18.25,-999,31.34375,26.64063,29.84375,42,26.5,-999,31.89063,28.04688,22.73438
20001027,139.28125,18.1875,-999,31.125,27.51563,29.82813,42.35938,26.20313,-999,32.625,28.29688,22.95313
20001030,140.53125,19.625,-999,31.65625,28.51563,30.15625,41.78125,26.8125,-999,33.89063,28.84375,23.53125
20001031,142.95313,19.76563,-999,31.875,28.75,31.25,43.71875,26.71875,-999,34.15625,29.5,24.57813
20001101,142.46875,19.60938,-999,32.90625,28.625,31.28125,42.875,26.6875,-999,33.95313,29.70313,24.78125
20001102,142.70313,19.46875,-999,31.75,28.76563,31.21875,43.98438,26.48438,-999,33.96875,29.96875,25
20001103,142.78125,19.5,-999,31.625,28.6875,30.96875,44.3125,26.34375,-999,33.8125,29.85938,24.64063
20001106,143.78125,19.51563,-999,31.75,29.07813,31.25,43.625,26.84375,-999,33.65625,30.0625,24.96875
20001107,143.75,19.75,-999,32,28.98438,31.375,43.9375,26.57813,-999,33.70313,30.1875,24.71875
20001108,140.5625,19.96875,-999,32.3125,28.46875,31.17188,41.625,27.1875,-999,33.875,29.9375,25
20001109,140.03125,19.6875,-999,31.96875,28.67188,31.375,41.01563,27.21875,-999,34.0625,28.5625,24.03125
20001110,136.625,19.40625,-999,32.0625,28.35938,30.65625,38.75,27.35938,-999,34.125,28.45313,22.92188
20001113,135.5625,19.48438,-999,31.8125,27.6875,30.09375,38.625,26.54688,-999,34.28125,27.84375,23.5625
20001114,139.125,19.64063,-999,32,27.84375,30.6875,40.71875,26.875,-999,33.6875,28.51563,24.26563
20001115,139.5625,19.75,-999,32.625,27.625,30.75,41,26.9375,-999,33.65625,28.65625,24.5
20001116,137.375,19.15625,-999,32.75,27.53125,30.90625,39.6875,27,-999,34.04688,28.3125,24.23438
20001117,136.64063,19.14063,-999,32.48438,27.3125,30.78125,40,27,-999,33.53125,28.125,24.21875
20001120,134.6875,18.92188,-999,32.32813,26.5,30.34375,38.375,26.92188,-999,33.85938,27.96875,23.625
20001121,135.375,18.76563,-999,33.0625,26.5625,30.71875,38.5625,27.375,-999,33.53125,27.3125,23.4375
20001122,132.14063,18.75,-999,32.53125,25.92188,30.21875,37.15625,27.28125,-999,33.78125,27.04688,23.1875
20001124,134.84375,19,-999,33,26.10938,30.71875,38.625,27,-999,33.71875,27.17188,23.34375
20001127,136.03125,19,-999,32.73438,26.46875,30.78125,38.40625,27.54688,-999,33.48438,27.34375,24.1875
20001128,133.6875,19.03125,-999,32.70313,26.75,30.39063,36.85938,27.84375,-999,33.96875,27,24.09375
20001129,133.4375,19.46875,-999,31.26563,27.40625,30.64063,36.6875,28.125,-999,34.1875,27.0625,24.4375
20001130,132.28125,19.26563,-999,30.20313,27.28125,30.1875,34.75,27.64063,-999,34.14063,26.8125,23.96875
20001201,132.21875,19.90625,-999,30.875,27.125,30.45313,35.20313,27.23438,-999,33.48438,27,24
20001204,133.34375,20.96875,-999,31.40625,27,31.28125,35,27.75,-999,33.84375,27.01563,24.90625
20001205,137.71875,21.125,-999,30.75,28.125,32.42188,38.3125,27.53125,-999,34.0625,27.71875,25.5
20001206,135.51563,20.65625,-999,30.5,28,31.78125,37.25,27,-999,34.1875,28.01563,25.34375
20001207,133.65625,20.03125,-999,31,28.0625,31.6875,36.01563,27.39063,-999,34.17188,27.54688,25
20001208,133.96875,20.375,-999,30.98438,28.875,32.23438,37.6875,27.28125,-999,33.34375,28.14063,25.26563
20001211,138.625,20.375,-999,31.07813,29.10938,32.59375,39.10938,26.90625,-999,33.4375,28.4375,24.95313
20001212,138.03125,20.28125,-999,31.4375,28.76563,32.10938,38.3125,27.01563,-999,33.53125,28.5,25
20001213,136.14063,20.4375,-999,31.5,28.78125,31.54688,36.6875,27.625,-999,34.35938,28.65625,24.5
20001214,134.40625,20.25,-999,30.53125,27.95313,30.875,36.125,27.42188,-999,34.15625,28.40625,24.42188
20001215,130.96875,19.96875,-999,30.79688,27.73438,30.25,34.6875,27.21875,-999,33.625,27.6875,23.71875
20001218,132.71875,19.75,-999,31.75,28.54688,30.8125,34,27.375,-999,33.3125,27.53125,24.23438
20001219,130.01563,20.375,-999,32.29688,28.23438,30.28125,33,27.64063,-999,32.15625,27.5625,23.65625
20001220,126.25,19.60938,-999,31.34375,27.96875,29.28125,30.53125,27.70313,-999,31.85938,26.3125,23.375
20001221,127.125,20.3125,-999,31.57813,28.625,29.45313,30.625,27.60938,-999,31.67188,26.5,24.09375
